,Accuracy,Lambda ESM,Genes,Cells,Strains,Tissue depth,Output gene fraction,Output cell fraction,Output strain fraction,Output cells random,In degree,Input fraction,Input signal depth,ESMs,Secretion low,Secretion high,ESM threshold,Cell radius,Voxel length,Timesteps,Warmup timesteps,Delay,Function,Window size,Kappa,Summary,Source dist,Reuse,Auxiliary,Lasso weights,Output,Threads,ESM Communication
12,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
13,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
14,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
15,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
16,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
17,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
18,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
19,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
20,0.96875,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
21,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
22,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
23,0.9464285714285714,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
24,0.9821428571428571,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
25,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
26,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
27,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
28,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
29,0.9553571428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
30,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
31,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
32,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
33,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
34,0.9642857142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
35,0.9598214285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
36,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
37,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
38,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
39,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
40,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
41,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
42,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
43,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
44,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
45,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
46,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
47,0.9642857142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
48,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
49,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
50,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
51,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
52,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
53,0.96875,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
54,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
55,0.9464285714285714,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
56,0.9821428571428571,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
57,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
58,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
59,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
60,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
61,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
62,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
63,0.96875,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
64,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
65,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
66,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
67,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
68,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
69,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
70,0.96875,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
71,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
72,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
73,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
74,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
75,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
76,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
77,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
78,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
79,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
80,0.9821428571428571,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
81,0.9642857142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
82,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
83,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
84,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
85,0.9910714285714286,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
86,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
87,0.9241071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
88,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
89,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
90,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
91,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
92,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
93,0.9955357142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
94,0.9642857142857143,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
95,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
96,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
97,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
98,0.9866071428571429,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
99,1.0,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,5,False,False,1,False,False,False,output,19,No
100,0.5067264573991032,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
101,0.484304932735426,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
102,0.47533632286995514,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
103,0.5695067264573991,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
104,0.5067264573991032,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
105,0.47533632286995514,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
106,0.5067264573991032,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
107,0.5381165919282511,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
108,0.5112107623318386,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
109,0.484304932735426,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
110,0.5650224215246636,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
111,0.4439461883408072,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
112,0.49327354260089684,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
113,0.547085201793722,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
114,0.5246636771300448,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
115,0.5201793721973094,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
116,0.4798206278026906,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
117,0.5067264573991032,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
118,0.5022421524663677,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
119,0.49327354260089684,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
120,0.5112107623318386,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
121,0.48878923766816146,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
122,0.515695067264574,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
123,0.484304932735426,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
124,0.49327354260089684,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
125,0.5201793721973094,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
126,0.5246636771300448,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
127,0.5067264573991032,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
128,0.5291479820627802,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
129,0.484304932735426,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
130,0.5650224215246636,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
131,0.5112107623318386,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
132,0.5291479820627802,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
133,0.49327354260089684,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
134,0.5291479820627802,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
135,0.4977578475336323,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
136,0.5515695067264574,15.0,100,1728,10,0,1.0,1.0,1.0,False,2.0,0.5,12,5,1.0,5.0,100000.0,10.0,20.0,1000,100,0,parity,9,False,False,1,False,False,False,output,19,No
